TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,499.77856487227797,3.0
Biomass_IGCC_CCS,0.0,0.0
Central_PV,105.665364,5.0
Coal_IGCC,471.61536469292037,5.0
Coal_IGCC_CCS,0.0,1.0
Coal_ST,444.96134783999986,7.0
Commercial_PV,24.053903999999996,4.0
Geothermal,648.6528898233172,7.0
NG_CC,602.4263973865909,7.0
NG_CC_CCS,0.0,0.0
NG_GT,80.54236969585122,5.0
Nuclear,0.0,0.0
Residential_PV,14.604156,2.0
Wind,579.4413660000001,7.0
