component,npv_cost
TotalGenFixedCosts,82340336.22446397
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,28980671.58486951
TxFixedCosts,2743059.130421509
GenVariableOMCostsInTP,15570219.60001189
