component,npv_cost
TotalGenFixedCosts,92746005.38813341
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,26235902.29739333
TxFixedCosts,2729070.748028856
GenVariableOMCostsInTP,14659962.52767594
