component,npv_cost
TotalGenFixedCosts,68489976.34612206
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,26451180.87906193
TxFixedCosts,2398398.145753941
GenVariableOMCostsInTP,18821422.32590003
