PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,82085966.2273258,11720135.254005766,8.356265923604822,1402556.52
2030,59383776.623429805,13810980.549099213,7.4669044169465675,1849626.0
