component,npv_cost
TotalGenFixedCosts,89446599.15207687
LocalTDFixedCosts,25308765.15391766
FuelCostsPerPeriod,28638022.37337216
TxFixedCosts,2921608.548039956
GenVariableOMCostsInTP,15364710.88774255
