component,npv_cost
TotalGenFixedCosts,88198568.57421178
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,29069536.83917718
TxFixedCosts,2827339.719856904
GenVariableOMCostsInTP,16275495.82798564
