PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,90517854.77704816,12924030.131429419,9.214623401721749,1402556.52
2030,71161851.338101,16550226.35055235,8.947877219801383,1849626.0
