PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,81356978.86002798,11616051.316935074,8.282055768372938,1402556.52
2030,66849418.41219215,15547276.881091978,8.405632750130014,1849626.0
