component,npv_cost
TotalGenFixedCosts,72027497.50676715
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,27807519.54067808
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,20953484.72291655
