component,npv_cost
TotalGenFixedCosts,76398280.36284214
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,33227764.71581561
TxFixedCosts,2398398.145753939
GenVariableOMCostsInTP,24346497.73681991
