PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,88431195.54451098,12626099.44292868,9.002203663727348,1402556.52
2030,73248510.570638,17035524.048203267,9.210253342136879,1849626.0
