component,npv_cost
TotalGenFixedCosts,90262929.99190581
LocalTDFixedCosts,25308765.15391766
FuelCostsPerPeriod,23941130.69237718
TxFixedCosts,2398398.145753928
GenVariableOMCostsInTP,19768482.13119441
