PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,80711206.11952175,11523848.663912473,8.216316775535343,1402556.52
2030,60758536.73123387,14130710.721010648,7.639766483067738,1849626.0
