TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,486.818246892655,0.3795830205147941
Biomass_IGCC_CCS,0.0,0.0
Central_PV,331.2093235945326,0.43963633839526906
Coal_IGCC,0.0,0.7371668255999544
Coal_IGCC_CCS,0.0,0.0
Coal_ST,420.28531597791493,0.772614272930214
Commercial_PV,84.05512132524812,0.11219708178111726
Geothermal,537.7839494758181,1.024909023112293
NG_CC,576.7541226578847,1.056967530997181
NG_CC_CCS,4.785830386172102e-13,-9.149877526921579e-17
NG_GT,224.3545567518705,0.44146206947698774
Nuclear,0.0,0.0
Residential_PV,53.76462777690069,0.04397389051815831
Wind,537.1572555471762,0.9914899466740302
