component,npv_cost
TotalGenFixedCosts,75702838.87127183
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,30181825.01563526
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,21640492.30491929
