gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
Biomass_IGCC,BioSolid,2020,0.0,0.0,0.0
Biomass_IGCC,BioSolid,2030,0.0,0.0,0.0
Biomass_IGCC_CCS,BioSolid,2030,0.0,0.0,0.0
Central_PV,Solar,2020,0.0,0.0,0.0
Central_PV,Solar,2030,10.5665364,0.0,0.0
Coal_IGCC,Coal,2020,104.90470719816051,510441.12809652137,79662.95617096795
Coal_IGCC,Coal,2030,193.26576043884123,940384.8065128961,146762.92622508932
Coal_IGCC_CCS,Coal,2030,0.0,0.0,0.0
Coal_ST,Coal,2020,29.664062783999913,103824.2197439997,26209.979313430973
Coal_ST,Coal,2030,0.0,0.0,0.0
Commercial_PV,Solar,2020,0.0,0.0,0.0
Commercial_PV,Solar,2030,0.0,0.0,0.0
Geothermal,Geothermal,2020,0.08059161383959733,2323.456226995591,0.0
Geothermal,Geothermal,2030,0.0,0.0,0.0
NG_CC,NaturalGas,2020,18.224760025523125,71402.87777042524,6483.773667428277
NG_CC,NaturalGas,2030,4.671463216254762e-14,5.447591793661333e-11,0.0
NG_CC_CCS,NaturalGas,2030,3.9503751863246994e-14,3.601217989869622e-10,3.482532867543013e-12
NG_GT,NaturalGas,2020,3.552246230498214e-14,9.36355287312907e-10,0.0
NG_GT,NaturalGas,2030,0.0,0.0,0.0
Nuclear,Uranium,2030,0.0,0.0,0.0
Residential_PV,Solar,2020,0.0,0.0,0.0
Residential_PV,Solar,2030,0.0,0.0,0.0
Wind,Wind,2020,-4.612639159518037e-16,0.0,0.0
Wind,Wind,2030,0.0,0.0,0.0
