PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,94795885.75330652,13534842.23448393,9.650122502360139,1402556.52
2030,73620474.78330721,17122032.364080716,9.257024049229798,1849626.0
