component,npv_cost
TotalGenFixedCosts,98896852.13294095
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,32101366.10443951
TxFixedCosts,3247372.197466374
GenVariableOMCostsInTP,8862004.947849251
