TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,0.0,0.0
Biomass_IGCC_CCS,0.0,0.0
Central_PV,95.88343338366451,0.0
Coal_IGCC,2707.622967219697,0.0
Coal_IGCC_CCS,0.0,0.0
Coal_ST,275.32443937186906,1.0
Commercial_PV,0.0,0.0
Geothermal,0.7632025830609865,1.0
NG_CC,172.58847744170438,1.0
NG_CC_CCS,3.74100530144949e-13,0.0
NG_GT,3.2819749017237763e-13,1.0
Nuclear,0.0,0.0
Residential_PV,0.0,0.0
Wind,-4.202025778861226e-15,1.0
