,generation_project,timepoint,load_zone,TECH_TYPE,period,total_dispatch_GWh,ccs_value_x,dispatch_after_ccs,ccs_load,ccs_value_y,zonal_dispatch,proportion,tx_losses,prev_gen_tech
0,N-Geothermal,1,North,Geothermal,2020,0.10073924148897992,0.0,0.10073924148897992,0.0,0.0,26.17004415097535,0.0038494104521877696,0.0,0.09540006169006397
1,N-Coal_IGCC,1,North,Coal_IGCC,2020,0.0,0.0,0.0,0.0,0.0,26.17004415097535,0.0,0.0,0.0
2,N-Coal_ST,1,North,Coal_ST,2020,18.539988479999998,0.0,18.539988479999998,0.0,0.0,26.17004415097535,0.7084431487024838,0.0,17.557369090559998
3,N-NG_CC,1,North,NG_CC,2020,7.5293164294863715,0.0,7.5293164294863715,0.0,0.0,26.17004415097535,0.28770744084532834,0.0,7.130262658723593
4,N-NG_GT,1,North,NG_GT,2020,0.0,0.0,0.0,0.0,0.0,26.17004415097535,0.0,0.0,0.0
5,N-Biomass_IGCC,1,North,Biomass_IGCC,2020,0.0,0.0,0.0,0.0,0.0,26.17004415097535,0.0,0.0,0.0
6,N-Residential_PV,1,North,Residential_PV,2020,0.0,0.0,0.0,0.0,0.0,26.17004415097535,0.0,0.0,0.0
7,N-Commercial_PV,1,North,Commercial_PV,2020,0.0,0.0,0.0,0.0,0.0,26.17004415097535,0.0,0.0,0.0
8,N-Central_PV-1,1,North,Central_PV,2020,0.0,0.0,0.0,0.0,0.0,26.17004415097535,0.0,0.0,0.0
9,N-Central_PV-2,1,North,Central_PV,2020,0.0,0.0,0.0,0.0,0.0,26.17004415097535,0.0,0.0,0.0
10,N-Wind-1,1,North,Wind,2020,0.0,0.0,0.0,0.0,0.0,26.17004415097535,0.0,0.0,0.0
11,N-Wind-2,1,North,Wind,2020,0.0,0.0,0.0,0.0,0.0,26.17004415097535,0.0,0.0,0.0
12,N-Geothermal,2,North,Geothermal,2020,0.10073924148897992,0.0,0.10073924148897992,0.0,0.0,18.64072772148903,0.005404254758404509,0.0,0.09540006169006397
13,N-Coal_IGCC,2,North,Coal_IGCC,2020,0.0,0.0,0.0,0.0,0.0,18.64072772148903,0.0,0.0,0.0
14,N-Coal_ST,2,North,Coal_ST,2020,18.539988479999998,0.0,18.539988479999998,0.0,0.0,18.64072772148903,0.9945957452415928,0.0,17.557369090559998
15,N-NG_CC,2,North,NG_CC,2020,4.8660808715794744e-14,0.0,4.8660808715794744e-14,0.0,0.0,18.64072772148903,2.6104564930530353e-15,0.0,4.608178585385762e-14
16,N-NG_GT,2,North,NG_GT,2020,0.0,0.0,0.0,0.0,0.0,18.64072772148903,0.0,0.0,0.0
17,N-Biomass_IGCC,2,North,Biomass_IGCC,2020,0.0,0.0,0.0,0.0,0.0,18.64072772148903,0.0,0.0,0.0
