PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,85132623.98872726,12155133.37460296,8.666412512632974,1402556.52
2030,69810427.7049574,16235923.580129102,8.777949477423599,1849626.0
