component,npv_cost
TotalGenFixedCosts,76242651.76086448
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,33160371.27410257
TxFixedCosts,2711226.954747912
GenVariableOMCostsInTP,17520036.55005202
