component,npv_cost
TotalGenFixedCosts,79671346.57179719
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,31356003.01716795
TxFixedCosts,2231830.239191358
GenVariableOMCostsInTP,23111761.13307509
