PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,87809262.51577283,12537300.595199239,8.938891528734427,1402556.52
2030,67133789.17791183,15613413.44796936,8.4413894743961,1849626.0
