component,npv_cost
TotalGenFixedCosts,84218747.82581028
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,23719601.40864091
TxFixedCosts,2154943.367638886
GenVariableOMCostsInTP,19540993.93767692
