component,npv_cost
TotalGenFixedCosts,67020743.19696905
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,27613867.9730229
TxFixedCosts,2398398.145753938
GenVariableOMCostsInTP,19127968.38109199
