component,npv_cost
TotalGenFixedCosts,66090771.4791257
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,27896904.17925368
TxFixedCosts,2198515.148542299
GenVariableOMCostsInTP,19974786.88991626
