TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,145.80961838860628,0.12413910494711333
Biomass_IGCC_CCS,0.0,0.0
Central_PV,257.8505847215158,0.45381953211179743
Coal_IGCC,283.31517097357045,0.8616730791601971
Coal_IGCC_CCS,0.0,0.0
Coal_ST,420.28531597791493,0.9023139008323089
Commercial_PV,21.980067564071852,0.07168932301800454
Geothermal,643.2453734607883,1.3837304404662838
NG_CC,661.9022610664507,1.5095708025484853
NG_CC_CCS,0.0,1.0191512795835809e-17
NG_GT,139.206418343306,0.2330513496019517
Nuclear,0.0,0.0
Residential_PV,13.345041021043627,0.01226392572441231
Wind,665.2426684827326,1.4477485415894449
