PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,81480072.96424249,11633626.544670949,8.294586620060736,1402556.52
2030,73462978.72944222,17085403.253233105,9.237220526329704,1849626.0
