component,npv_cost
TotalGenFixedCosts,76321452.39515397
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,30817197.79834684
TxFixedCosts,2155309.973400153
GenVariableOMCostsInTP,20340326.37286609
