component,npv_cost
TotalGenFixedCosts,70603670.57788235
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,28896477.158625
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,21288354.03385439
