TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,202.0529517291077,0.7639106055058063
Biomass_IGCC_CCS,0.0,0.0
Central_PV,270.52901081766123,1.0562719254186996
Coal_IGCC,367.2729415973451,1.6227561531169439
Coal_IGCC_CCS,0.0,0.0
Coal_ST,420.28531597791493,1.8071618755677181
Commercial_PV,83.76180108934591,0.2901318456083225
Geothermal,562.8395917086739,2.4854787569811543
NG_CC,576.7541226578859,2.5967519668492605
NG_CC_CCS,0.0,-8.140114110245973e-19
NG_GT,224.3545567518704,0.8754346951196366
Nuclear,0.0,0.0
Residential_PV,13.316439388817036,0.04926775622901887
Wind,531.0157882813787,2.452834419603438
