component,npv_cost
TotalGenFixedCosts,76596316.09962553
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,31284386.15386596
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,19644453.93833484
