component,npv_cost
TotalGenFixedCosts,81269485.05094598
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,31800378.50311513
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,21191947.05922977
