PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,84065521.6497638,12002773.789678512,8.557782605209031,1402556.52
2030,77614184.46538544,18050855.855515063,9.759192320780018,1849626.0
