TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,0.0,0.6999740592849204
Biomass_IGCC_CCS,0.0,0.0
Central_PV,293.6507696281376,0.7246927072763445
Coal_IGCC,0.0,1.3006727359767298
Coal_IGCC_CCS,208.7615527951629,0.0844966556877944
Coal_ST,419.4562293567956,1.1587989379551697
Commercial_PV,174.6526938057018,0.2795357704019184
Geothermal,562.8395917086734,1.3219384467973143
NG_CC,561.6703844603285,1.358259290617449
NG_CC_CCS,-5.346552151361628e-13,2.046987475959832e-16
NG_GT,364.22723345938635,0.6468278490694848
Nuclear,0.0,0.0
Residential_PV,136.31454351465894,0.16713454544217046
Wind,530.609521271155,1.2576690014907022
