TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,18.793168527737617,0.21958651707604557
Biomass_IGCC_CCS,0.0,0.0
Central_PV,257.28901795911906,0.6915030516093902
Coal_IGCC,431.45000303976764,1.1685686297170919
Coal_IGCC_CCS,0.0,0.0
Coal_ST,420.28531597791493,1.2900092224139965
Commercial_PV,83.73068145436486,0.11095243810986852
Geothermal,643.2453734607883,1.9770969285139366
NG_CC,661.902261066451,2.1201474755942993
NG_CC_CCS,0.0,1.0191512795835809e-17
NG_GT,139.20641834330615,0.3614633475330882
Nuclear,0.0,0.0
Residential_PV,13.297545324721517,0.02455955400508105
Wind,582.9827348458293,2.0361128354272005
