component,npv_cost
TotalGenFixedCosts,81104914.03940597
LocalTDFixedCosts,25308765.15391766
FuelCostsPerPeriod,30890410.31195278
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,22266486.26193216
