PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,81994089.72258483,11707017.237471156,8.34691299105091,1402556.52
2030,66212307.5496353,15399102.981910888,8.325522555322475,1849626.0
