PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,81198796.00492948,11593466.159668544,8.265952918366915,1402556.52
2030,60270946.8458261,14017311.156243874,7.578457026579359,1849626.0
