component,npv_cost
TotalGenFixedCosts,66573679.56755482
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,27409076.4103955
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,20069091.37094692
