component,npv_cost
TotalGenFixedCosts,75397115.45678233
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,29452471.32056722
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,22675569.41447677
