TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,274.65874942080455,0.5292727270115423
Biomass_IGCC_CCS,0.0,0.0
Central_PV,271.64258049225856,0.6204059005482719
Coal_IGCC,0.0,1.1795974676156211
Coal_IGCC_CCS,0.0,0.0
Coal_ST,420.12961942415814,1.0307117680621973
Commercial_PV,175.03719256913988,0.16376301916906066
Geothermal,562.8395917086735,1.2891642396147625
NG_CC,456.78006304355466,1.3872236923350192
NG_CC_CCS,-1.4546740949599776e-13,2.2261275409839096e-17
NG_GT,344.0190554481587,0.5262798223360022
Nuclear,0.0,0.0
Residential_PV,53.57536617582929,0.0769613677780252
Wind,693.5003017174232,1.1966199955294963
