PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,85721064.93328767,12239150.262948329,8.726315188316496,1402556.52
2030,75958641.18186158,17665823.48830926,9.551024633255189,1849626.0
