component,npv_cost
TotalGenFixedCosts,89456830.5049974
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,28716543.80883155
TxFixedCosts,2472343.172199265
GenVariableOMCostsInTP,15725223.47520338
