TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,0.0,1.0962151699476923
Biomass_IGCC_CCS,0.0,0.0
Central_PV,270.1286254689156,1.1708510636167493
Coal_IGCC,1167.4364521187845,1.4610286986434953
Coal_IGCC_CCS,0.0,0.2320369185952399
Coal_ST,418.8446089591119,1.8048673748221462
Commercial_PV,174.98492184708886,0.5487682561866684
Geothermal,321.6222464523291,2.050309231718095
NG_CC,406.055172188924,2.181065936837696
NG_CC_CCS,-1.0271886336893142e-12,-5.464566689676063e-16
NG_GT,143.44162507179843,1.0756111019736068
Nuclear,0.0,0.0
Residential_PV,136.533491445361,0.35164919723082105
Wind,213.13537644768837,2.0275970504277887
