TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,429.95655115006196,7.0
Biomass_IGCC_CCS,0.0,0.0
Central_PV,172.672668,9.0
Coal_IGCC,32.88694531984954,10.0
Coal_IGCC_CCS,141.32472319883092,2.0
Coal_ST,444.96134783999986,12.0
Commercial_PV,24.053903999999996,8.0
Geothermal,679.2453785224798,12.0
NG_CC,716.8082831600558,12.0
NG_CC_CCS,-1.9416092712028836e-14,0.0
NG_GT,116.11359445714082,10.0
Nuclear,0.0,0.0
Residential_PV,14.604156,6.0
Wind,717.5641962852509,12.0
