PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,90750195.0878897,12957203.400785591,9.238275403536388,1402556.52
2030,77666165.44872402,18062945.156509925,9.76572839942233,1849626.0
