component,npv_cost
TotalGenFixedCosts,92055328.68889254
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,28283922.19159646
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,20659214.15426639
