component,npv_cost
TotalGenFixedCosts,74541496.43021646
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,22174632.67291759
TxFixedCosts,2458247.526591583
GenVariableOMCostsInTP,16986601.06711228
