gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
Biomass_IGCC,BioSolid,2020,0.0,0.0,0.0
Biomass_IGCC,BioSolid,2030,0.0,0.0,0.0
Biomass_IGCC_CCS,BioSolid,2030,0.0,0.0,0.0
Central_PV,Solar,2020,0.0,0.0,0.0
Central_PV,Solar,2030,10.5665364,0.0,0.0
Coal_IGCC,Coal,2020,49.653555666973105,241602.28502213105,37706.11571660873
Coal_IGCC,Coal,2030,62.85541530911391,305839.3655944741,47731.39669909621
Coal_IGCC_CCS,Coal,2030,0.0,0.0,0.0
Coal_ST,Coal,2020,29.664062784,103824.219744,26209.97931343104
Coal_ST,Coal,2030,14.832072,50429.044799999996,12750.835656959998
Commercial_PV,Solar,2020,0.0,0.0,0.0
Commercial_PV,Solar,2030,0.0,0.0,0.0
Geothermal,Geothermal,2020,33.962222434248,1126000.5036962754,0.0
Geothermal,Geothermal,2030,29.352112904404205,966509.0203657207,0.0
NG_CC,NaturalGas,2020,36.68855104336683,141828.8081221384,13052.586745610797
NG_CC,NaturalGas,2030,1.627222644169008e-13,6.472927008935975e-10,-6.924807731234472e-13
NG_CC_CCS,NaturalGas,2030,0.0,0.0,0.0
NG_GT,NaturalGas,2020,3.4062752618524445e-15,1.136619554475971e-10,0.0
NG_GT,NaturalGas,2030,0.0,0.0,0.0
Nuclear,Uranium,2030,0.0,0.0,0.0
Residential_PV,Solar,2020,0.0,0.0,0.0
Residential_PV,Solar,2030,0.0,0.0,0.0
Wind,Wind,2020,-6.336042801535793e-17,0.0,0.0
Wind,Wind,2030,82.5804229983405,0.0,0.0
