TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,173.91627668605508,0.0
Biomass_IGCC_CCS,0.0,0.0
Central_PV,350.7862534033922,0.0295541782417976
Coal_IGCC,40.67538677142069,0.3096736255910168
Coal_IGCC_CCS,0.0,0.0
Coal_ST,418.6616186844178,0.25695516006209396
Commercial_PV,21.83291354426998,4.0244210849545665e-17
Geothermal,642.3291020420071,0.39520988694378645
NG_CC,668.6311851719407,0.4912165541926212
NG_CC_CCS,0.0,1.019151279583581e-17
NG_GT,132.67852783245402,0.03203497179317854
Nuclear,0.0,0.0
Residential_PV,13.255697509021065,5.6584052787771104e-18
Wind,789.415558355021,0.4853556231755053
