gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
Biomass_IGCC,BioSolid,2020,0.0,0.0,0.0
Biomass_IGCC,BioSolid,2030,0.0,0.0,0.0
Biomass_IGCC_CCS,BioSolid,2030,0.0,0.0,0.0
Central_PV,Solar,2020,0.0,0.0,0.0
Central_PV,Solar,2030,8.596956174344466,0.0,0.0
Coal_IGCC,Coal,2020,119.82068818790998,583018.7117572047,90989.91347888793
Coal_IGCC,Coal,2030,119.8210162399736,583020.3079798139,90990.16259637622
Coal_IGCC_CCS,Coal,2030,-5.295749677561101e-15,-5.220550032139734e-11,-1.1435410713860417e-12
Coal_ST,Coal,2020,14.832031392000001,50428.9067328,12750.80074707456
Coal_ST,Coal,2030,0.0,0.0,0.0
Commercial_PV,Solar,2020,0.0,0.0,0.0
Commercial_PV,Solar,2030,0.0,0.0,0.0
Geothermal,Geothermal,2020,0.0,0.0,0.0
Geothermal,Geothermal,2030,0.0,0.0,0.0
NG_CC,NaturalGas,2020,18.224760025522933,71402.8777704245,6483.773667428237
NG_CC,NaturalGas,2030,0.0,0.0,0.0
NG_CC_CCS,NaturalGas,2030,0.0,0.0,0.0
NG_GT,NaturalGas,2020,0.0,0.0,0.0
NG_GT,NaturalGas,2030,0.0,0.0,0.0
Nuclear,Uranium,2030,0.0,0.0,0.0
Residential_PV,Solar,2020,0.0,0.0,0.0
Residential_PV,Solar,2030,0.0,0.0,0.0
Wind,Wind,2020,0.0,0.0,0.0
Wind,Wind,2030,74.15965117805611,0.0,0.0
