component,npv_cost
TotalGenFixedCosts,99204856.41278709
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,26665760.04659056
TxFixedCosts,3056821.434014848
GenVariableOMCostsInTP,7443503.067838982
