PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,98315918.8647008,14037428.316614812,10.008458209309676,1402556.52
2030,63363787.25044833,14736618.029240102,7.967350172002395,1849626.0
