PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,80837926.6521791,11541941.668727582,8.229216793864095,1402556.52
2030,67368470.62004103,15667993.68884953,8.470898272866801,1849626.0
