TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,0.0,0.0
Biomass_IGCC_CCS,0.0,0.0
Central_PV,96.18463310334045,1.1891262960265732e-19
Coal_IGCC,1465.8684714826768,3.4939727014942255e-17
Coal_IGCC_CCS,0.0,0.0
Coal_ST,416.7482804390877,0.12872903165297414
Commercial_PV,0.0,4.024421084954567e-17
Geothermal,643.2453734607884,0.1974719338458421
NG_CC,172.32676904723212,0.39964537254118154
NG_CC_CCS,-2.6473136820147296e-15,0.0
NG_GT,0.0,0.032034971793178546
Nuclear,0.0,0.0
Residential_PV,0.0,5.6584052787771104e-18
Wind,457.80899246687295,0.2421186901668236
