component,npv_cost
TotalGenFixedCosts,79693270.55702297
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,22359598.78883566
TxFixedCosts,2398398.145753939
GenVariableOMCostsInTP,18446364.62668996
