TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,599.0546775880164,0.14592675792938847
Biomass_IGCC_CCS,0.0,0.0
Central_PV,358.39831075455965,0.1554983148575625
Coal_IGCC,0.0,0.695926565691147
Coal_IGCC_CCS,0.0,0.0
Coal_ST,420.28531597791493,0.3854115730200548
Commercial_PV,175.76701141851777,0.006804231234637621
Geothermal,643.2453734607883,0.43493360552759824
NG_CC,576.7541226578858,0.4968501754453757
NG_CC_CCS,-1.4805142296797466e-13,-3.5782488427362276e-17
NG_GT,224.3545567518704,0.1870288608029802
Nuclear,0.0,0.0
Residential_PV,13.757416048300072,0.004131140392458537
Wind,240.56573534214695,0.48748877509879673
