component,npv_cost
TotalGenFixedCosts,79030527.83551696
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,31331741.66745373
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,23899541.11032022
