PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,80811865.34505995,11538220.666729666,8.226563779925009,1402556.52
2030,80867840.77008927,18807563.941339117,10.168306425914816,1849626.0
