TECH_TYPE,prev_gen_tech,hsj_coefficients
Biomass_IGCC,539.7844014078731,0.3301275750434341
Biomass_IGCC_CCS,0.0,0.0
Central_PV,333.5223803224083,0.37335415038292674
Coal_IGCC,0.0,0.695926565691147
Coal_IGCC_CCS,0.0,0.0
Coal_ST,420.10917338367653,0.6432984393110772
Commercial_PV,175.6562340140627,0.12033996438712286
Geothermal,562.3825078261152,0.7781600513462973
NG_CC,684.8129080790941,0.7660647741382401
NG_CC_CCS,-4.035383918065155e-13,-8.130620121331462e-17
NG_GT,116.92899780745839,0.4389297212066037
Nuclear,0.0,0.0
Residential_PV,136.94107383245236,0.05017929955597607
Wind,282.04484332686,0.8036194589371743
