component,npv_cost
TotalGenFixedCosts,65547056.06830956
LocalTDFixedCosts,25308765.15391765
FuelCostsPerPeriod,27962369.97665841
TxFixedCosts,2109130.347940694
GenVariableOMCostsInTP,20542421.30392925
